date,platform,text,person,truthfulness category
"January27,2022",a tweet,"""BIDEN: 'I'm not gonna take any questions because I think it's inappropriate.'""",Republican National Committee,barely-true
"January23,2022",an interview,"“There’s 150 I believe now – it’s over 100 professional athletes dead, professional athletes, the prime of their life, dropping dead that are vaccinated, right on the pitch, right on the field, right on the court.""",John Stockton,false
"January21,2022",an interview,The CDC said that 75% of COVID-19 deaths have involved people with at least four comorbidities.,Aaron Rodgers,false
"January19,2022",in a Senate hearing,The Freedom to Vote Act is “a sprawling takeover of our whole political system.”,Mitch McConnell,false
"January19,2022",a news conference,“This country’s working people actually got a raise.”,Joe Biden,barely-true
"January9,2022",Public statement,On not seeking a third term.,Ron Johnson,full-flop
"January11,2022",a Facebook post,“The CDC director just said that 75% of ‘Covid deaths’ occurred in people with at least four comorbidities.”,Facebook posts,false
"January7,2022",an email,Democrats “are trying to ban voter ID.”,Donald Trump,barely-true
"January4,2022",a segment,A law backed by Virginia Democrats barred local sheriffs from having military equipment that “would have come in very helpful” with the I-95 traffic jam.,Dana Perino,false
"December31,2021",an Instagram post,"Tylenol ""ruins your ability to kill” COVID-19.",Instagram posts,false
"December7,2021",Twitter,"Actions by Joe Biden left ""10,000 - 15,000 American citizens abandoned to terrorists in Afghanistan.""",Derrick Van Orden,barely-true
"December14,2021",an interview,People vaccinated for COVID-19 “do not spread the disease to anyone else.”,Joe Biden,barely-true
"December20,2021",a radio interview,"The expanded child tax credit in the Build Back Better Act has “no means testing,” so people making $200,000 and $400,000 would get “the same as someone making” $70,000.",Joe Manchin,barely-true
"December4,2021",a Facebook post,Microsoft and Bill Gates created a 1999 video game called “Omikron.”,Facebook posts,false
"December12,2021",an interview on Fox News Sunday,“The CBO says (the Build Back Better Act) is $3 trillion of deficit spending.”,Lindsey Graham,false
"December6,2021",a meeting with Louisiana lawmakers,The COVID-19 vaccine is the “deadliest vaccine ever made.”,"Robert F. Kennedy, Jr.",pants-fire
"December7,2021",an Instagram post,Says Vice President Kamala Harris called the unvaccinated “dirty Trump people.”,Instagram posts,pants-fire
"November30,2021",a conversation at a technical college,“I used to drive a tractor trailer … I only did it for part of a summer.”,Joe Biden,false
"November18,2021",a speech,The House-passed Build Back Better bill is a “government takeover of child care.”,Kevin McCarthy,false
"November19,2021",Twitter,Kyle Rittenhouse was an “armed person” crossing state lines when he came to Kenosha protests in 2020.,Jerrold Nadler,false
"November21,2021",a Facebook post,The Vatican owns a telescope called Lucifer.,Facebook posts,false
"November18,2021",prepared remarks for a House floor speech,“If you or your family spends $28 a day — prepare to be under constant audit by the IRS.”,Kevin McCarthy,false
"November9,2021",a tweet,"""Bill Gates just admitted that the Pfizer and Moderna mRNA vaccines don’t work well.""",Tweets,false
"November15,2021",a Facebook post,"A new Facebook/Meta rule allows the company to use people’s photos without their permission, and posting a notice on your page will stop it from doing so.",Facebook posts,pants-fire
"November3,2021",a story,“More fraud in New Jersey’s election uncovered – voting machines would not allow citizens to vote for Republican governor candidate.”,Bloggers,barely-true
"November4,2021",a Facebook post,Merriam-Webster recently changed its definition of the word “vaccine” and removed the immunity portion.,Facebook posts,barely-true
"November5,2021",an interview on the Pat McAfee Show,"""This idea that it's the pandemic of the unvaccinated, it's just a total lie.""",Aaron Rodgers,false
"November7,2021",a Facebook post,"The Astroworld concert was a “test run on the vaxxed” because people who are injected with graphene oxide can be controlled through magnetic frequencies, including music.",Facebook posts,false
"November3,2021",a Facebook post,“Trash bins discovered outside the Gloucester County Board of Elections containing blank ballots as well as bags of shredded ballots from Tuesday’s election!”,Facebook posts,false
"November1,2021",a documentary film,"Federal agents directly incited people on Jan. 6, 2021, and ""intentionally entrapped"" American citizens.",Tucker Carlson,false
"October31,2021",a Gab post,“There are over 1 million phantom voters on the Florida voter rolls.”,Roger Stone,pants-fire
"October26,2021",Twitter,"“States run elections, not the federal government.”",Wisconsin Senate Republicans,barely-true
"October26,2021",an Instagram video,“Greenland's ice sheet isn't shrinking any more rapidly today than it was 80 years ago.”,Steven Koonin,barely-true
"November2,2021",a documentary film,“DEA agent Mark Ibrahim was forced from his job and later indicted simply because he was near the Capitol protest on Jan. 6.”,Tucker Carlson,false
"October29,2021",a Facebook post,“Virginia Democrat operatives” and Terry McAuliffe campaign staffers posed as white supremacists and stood by Republican Glenn Youngkin’s bus.,Facebook posts,false
"September29,2021",a TikTok post,“The Biden administration wants to create an international oversight committee” to alter or cancel Second Amendment rights.,TikTok posts,false
"October27,2021",a tweet,Says Marjorie Taylor Greene tweeted: “People can’t really be convicted on such flimsy circumstantial evidence as ‘having a similar gait’ or ‘owning the identical shoes’ or ‘being in DC and not having any alibi for that time’ can they?! I don’t recognize this America.”,Tweets,pants-fire
"October27,2021",an Instagram post,An image of a newspaper article says “True Bethel Baptist Church becomes the first church in NYS to receive a liquor license.”,Instagram posts,pants-fire
"October24,2021",a blog post,“COP26 luxury EVs to be recharged using diesel generators”,Bloggers,barely-true
"October23,2021",a headline,“Barack Obama signals That Democrats Intend to Cheat in the Virginia Governor’s Election.”,Bloggers,false
"September23,2021",Twitter,"Says Rebecca Kleefisch played a key role in the Foxconn deal, “the largest attempted government handout to a foreign company in American history.""",Ben Wikler,mostly-true
"September16,2021",a letter,"Says he is the ""ranking member"" of the House select committee investigating the Jan. 6 attack on the U.S. Capitol.",Jim Banks,false
"October21,2021",a hearing of the House Judiciary Committee,We are seeing “the Justice Department treat American parents as domestic terrorists” under the Patriot Act.,Steve Chabot,false
"October19,2021",a Facebook post,"The Freedom to Vote Act ""automatically registers ineligible voters.""",Heritage Action,false
"October18,2021",an Instagram post,"The FEMA health care workers replacing the noncompliant nurses and doctors are NOT required to get vaccinated via the CDC.""",Instagram posts,false
"October17,2021",an Instagram post,A nurse who fainted after receiving the COVID-19 vaccine died from the vaccination.,Instagram posts,pants-fire
"October13,2021",a Facebook post,"California’s shipping backlog is, in part, caused by a “California Truck Ban which says all trucks must be 2011 or newer and a law called AB 5 which prohibits Owner Operators.”",Facebook posts,barely-true
"October17,2021",a Facebook post,Says Hunter Biden “was hanged at Gitmo.”,Facebook posts,pants-fire
"October11,2021",an article from the Heartland Institute,“U.S. acres burned each year are much fewer now — even in our worst years — than was the case in the early 20th century.”,Heartland Institute,barely-true
"September24,2021",Twitter,"Says Joe Biden's IRS reform proposals ""would require banks and credit unions to hand over private information about routine transactions to the IRS.""",Bryan Steil,barely-true
"October3,2021",Twitter,"“The annual Pentagon budget hovers over $750 billion annually, twice that of the much debated Build Back Better Act that costs about $350 billion annually as currently proposed.”",Mark Pocan,true
"October6,2021",a Facebook post,Photo shows hundreds of “sitting ships” waiting to dock at U.S. ports.,Viral image,false
"September16,2021",a Facebook post,A wind turbine “could never generate as much energy as was invested in building it.”,Viral image,false
"September9,2021",a tweet,"“The Biden administration is attempting to empower the IRS to monitor every single withdrawal, deposit, and transaction you make from your personal banking accounts, PayPal, Venmo, etc.""",Candace Owens,barely-true
"October5,2021",a tweet,"""Joe Biden’s attorney general wants the FBI to go after parents for speaking out at school board meetings to protect kids from radical curriculum like critical race theory.""",Rick Scott,false
